internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
56730,Eleutherodactylus lucioi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,lucioi,,,,,"Schwartz, 1980",
56733,Eleutherodactylus luteolus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,luteolus,,,,,"(Gosse, 1851)",
56747,Eleutherodactylus martinicensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,martinicensis,,,,,"(Tschudi, 1838)","Dodd (2013)&#160;noted that a report of this species in Hawaii was based on misidentified&#160;<em>Eleutherodactylus coqui</em>.&#160;Barbour (1914) placed<em>&#160;E. martinicensis&#160;</em>on Jamaica, St. Christopher, Saba, Montserrat, and St. Eustatius but those records almost certainly refer to<em>&#160;E. johnstonei</em> (Powell and Henderson 2020)."
56750,Pristimantis medemi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,medemi,,,,,"(Lynch, 1994)",
56751,Craugastor megacephalus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,megacephalus,,,,,"(Cope, 1875)","This species was formerly allocated to the genus <em>Eleutherodactylus</em> (Crawford and Smith, 2005). <em>Craugastor megacephalus</em> (Cope, 1875), an intermediate-sized frog ranging from Honduras to central Panama, is the more common species to which the name <em>biporcatus</em> has usually been applied (Savage and Myers 2002)."
56767,Eleutherodactylus minutus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,minutus,,,,,"Noble, 1923",
56770,Eleutherodactylus modestus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,modestus,,,,,"(Taylor, 1942)",
56776,Eleutherodactylus montanus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,montanus,,,,,"Schmidt, 1919",
56777,Pristimantis moro,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,moro,,,,,"(Savage, 1965)",
56795,Craugastor noblei,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,noblei,,,,,"(Barbour &amp; Dunn, 1921)","This species was previously within the genus <i>Eleutherodactylus</i> (Crawford and Smith, 2005)."
56796,Eleutherodactylus nortoni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,nortoni,,,,,"Schwartz, 1976",
56797,Eleutherodactylus nubicola,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,nubicola,,,,,"Dunn, 1926",
56801,Craugastor occidentalis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,occidentalis,,,,,"(Taylor, 1941)",This species was previously within the genus <em>Eleutherodactylus</em> (Crawford and Smith 2005). It is currently under taxonomic revision.
56813,Eleutherodactylus orcutti,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,orcutti,,,,,"Dunn, 1928",
56819,Eleutherodactylus oxyrhyncus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,oxyrhyncus,,,,,"(Dumeril &amp; Bibron, 1841)",
56822,Eleutherodactylus pallidus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pallidus,,,,,"(Duellman, 1968)",
56824,Eleutherodactylus pantoni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pantoni,,,,,"Dunn, 1926",
56825,Eleutherodactylus parabates,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,parabates,,,,,"Schwartz, 1964",
56827,Eleutherodactylus parapelates,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,parapelates,,,,,"Hedges &amp; Thomas, 1987",
56834,Eleutherodactylus patriciae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,patriciae,,,,,"Schwartz, 1965",
56836,Eleutherodactylus paulsoni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,paulsoni,,,,,"Schwartz, 1964",
56842,Eleutherodactylus pentasyringos,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pentasyringos,,,,,"Schwartz &amp; Fowler, 1973",
56858,Eleutherodactylus pictissimus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pictissimus,,,,,"Cochran, 1935",This is a complex of several species (M. Landestoy pers. comm. 2020).
56860,Eleutherodactylus pinchoni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pinchoni,,,,,"Schwartz, 1967",
56863,Eleutherodactylus pituinus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,pituinus,,,,,"Schwartz, 1965",
154033310,Craugastor podiciferus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,podiciferus,,,,,"(Cope, 1875)","This species was previously included in the genus&#160;<em>Eleutherodactylus</em>&#160;(Crawford and Smith 2005).&#160;<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;This is a restricted concept of Genus_species following the split of the broader concept into this and Other_species (Citation).&quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:11}"" data-sheets-textstyleruns=""{&quot;1&quot;:0}[null,32,{&quot;5&quot;:1,&quot;6&quot;:1}]{&quot;1&quot;:46}[null,103,{&quot;5&quot;:1,&quot;6&quot;:1}]{&quot;1&quot;:117}[null,118,{&quot;5&quot;:1}]{&quot;1&quot;:126}"">This is a restricted concept of<em>&#160;Craugastor podiciferus</em>&#160;following the split of the broader concept into this&#160;<em>Craugastor sagui</em>, <em>C. zungai</em> and <em>C. blairi</em>&#160;(Arias <em>et al.</em> 2019)."
56874,Eleutherodactylus poolei,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,poolei,,,,,"Cochran, 1938",
56877,Eleutherodactylus probolaeus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,probolaeus,,,,,"Schwartz, 1965",
56888,Craugastor punctariolus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,punctariolus,,,,,"(Peters, 1863)",This species was previously included in the genus <em>Eleutherodactylus</em> (Crawford and Smith 2005).&#160;Genetic analysis of animals in the captive collection may represent disparate cryptic species (Crawford&#160;<em>et al</em>. 2013).
56905,Pristimantis repens,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,repens,,,,,"(Lynch, 1984)",
56909,Eleutherodactylus rhodesi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rhodesi,,,,,"Schwartz, 1980","This taxon is presently considered valid, but is very likely to be a junior synonym of <em>Eleutherodactylus weinlandi</em> based on genetics and morphology (S.B. Hedges pers. comm. 2021)."
56931,Eleutherodactylus rufifemoralis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rufifemoralis,,,,,"Noble &amp; Hassler, 1933",
56933,Craugastor rugosus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,rugosus,,,,,"(Peters, 1873)","This species was previously within the genus <i>Eleutherodactylus </i>(Crawford and Smith, 2005)."
20995600,Eleutherodactylus ruthae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,ruthae,,,,,"Noble, 1923","The following species were previously considered to be subspecies of <em>Eleutherodactylus ruthae</em> but have since been recognized to be full species<em>: E. aporostegus</em>,     <em>E. bothroboans</em> and <em>E. tychathrous.</em>"
213610247,Eleutherodactylus schmidti,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,schmidti,,,,,"Noble, 1923",
56954,Eleutherodactylus schwartzi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,schwartzi,,,,,"Thomas, 1966",
56955,Eleutherodactylus sciagraphus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,sciagraphus,,,,,"Schwartz, 1973",This taxon is very likely a junior synonym of&#160;<em>Eleutherodactylus glandulifer</em>&#160;(Hispaniola Red List Assessment Workshop 2020; S.B. Hedges pers. comm. 2021).
56961,Pristimantis shrevei,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,shrevei,,,,,"(Schwartz, 1967)",
56991,Pristimantis taeniatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,taeniatus,,,,,"(Boulenger, 1912)",
56995,Craugastor taurus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,taurus,,,,,"(Taylor, 1958)",This species was previously included in the genus <em>Eleutherodactylus</em> (Crawford and Smith 2005).
57004,Eleutherodactylus thorectes,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,thorectes,,,,,"Hedges, 1988",
57025,Craugastor uno,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,uno,,,,,"(Savage, 1985)",This species was previously included in the genus <em>Eleutherodactylus</em> (Crawford and Smith 2005).
57034,Eleutherodactylus ventrilineatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,ventrilineatus,,,,,"(Shreve, 1936)",
57049,Diasporus vocator,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Diasporus,vocator,,,,,"(Taylor, 1955)",This taxon might be comprised of more than one species.
57052,Eleutherodactylus warreni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,warreni,,,,,"Schwartz, 1976",
20998545,Eleutherodactylus weinlandi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,weinlandi,,,,,"Barbour, 1914",<em>Eleutherodactylus paralius</em> was split from <em>Eleutherodactylus weinlandi </em>(Hedges <em>et al.</em> 2008).
20994808,Eleutherodactylus wetmorei,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,wetmorei,,,,,"Cochran, 1932","Formerly this species included <em>Eleutherodactylus diplasius</em> and     <em>E. sommeri</em> as subspecies, both of which have now been elevated to full species status&#160;(Hedges&#160;<em>et al</em>.&#160;2008)."
57107,Oreobates saxatilis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Oreobates,saxatilis,,,,,"(Duellman, 1990)",
57113,Leptodactylus albilabris,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,albilabris,,,,,"(Günther, 1859)","Hedges and Heinicke (2007) supported Heyer's (1978) conclusion that&#160;<em>Leptodactylus dominicensis</em>&#160;is a synonym of&#160;<em>L. albilabris&#160;</em>(which may clarify the description of&#160;<em>L. dominicensis</em>&#160;by Cochran (1923), collected at Las Cañitas, Hato Mayor province (formerly, part of El Seibo province) in the Dominican Republic). However, the subpopulations from the Dominican Republic are under taxonomic review (R. Joglar pers. comm. June 2020)."
85854608,Leptodactylus bolivianus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,bolivianus,,,,,"Boulenger, 1898",This is a restricted concept of <em>Leptodactylus bolivianus</em> following the split of the broader concept into this and <em>L. insularum </em>(Heyer and de Sá 2011).
57121,Leptodactylus didymus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,didymus,,,,,"Heyer, Garcia-Lopez &amp; Cardoso, 1996",
57125,Leptodactylus fallax,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,fallax,,,,,"Müller, 1926",
57129,Leptodactylus fuscus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,fuscus,,,,,"(Schneider, 1799)","This form is probably a complex of more than one species that requires taxonomic investigation (Fouquet <em>et al</em>. 2007, Guarnizo <em>et al</em>. 2016). Based on molecular evidence, it is possible that a cryptic species exists within the subpopulation found in Bolivia (Jansen<em> et al.</em> 2011) and that two species exist within the subpopulation in Colombia (Guarnizo<em> et al.</em> 2016)."
57131,Leptodactylus griseigularis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,griseigularis,,,,,"(Henle, 1981)",
57136,Leptodactylus labrosus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,labrosus,,,,,"Jiménez de la Espada, 1875","It is likely that some reports of&#160;<em>Leptodactylus&#160;<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ventrimaculatus&quot;}"" data-sheets-userformat=""{&quot;2&quot;:14720,&quot;10&quot;:2,&quot;11&quot;:0,&quot;14&quot;:[null,2,0],&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:10}"">ventrimaculatus</em>&#160;from the southern coast of Ecuador and northern Peru (e.g., Frost 2018) actually correspond to this species&#160;(Ron<em>&#160;et al.</em>&#160;2016)."
88340686,Leptodactylus validus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,validus,,,,,"Garman, 1888","<em>Leptodactylus pallidirostris</em> has been synonymized under this species by Yanek <em>et al</em>. (2006).&#160;Records from French Guiana, previously thought to belong to&#160;<em>L. pallidirostris</em>&#160;(now&#160;<em>L. validus</em>), were made in error and have now been assigned to&#160;<em>L. nesiotus</em>&#160;(A. Fouquet pers. comm. 2017)."
57204,Ctenophryne carpish,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Ctenophryne,carpish,,,,,"(Lehr, Rodriguez &amp; Cordova, 2002)",
57223,Oreobates pereger,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Oreobates,pereger,,,,,"(Lynch, 1975)",This species was included within <em>Oreobates</em> considering that it shares morphological characters with species of this genus (Hedges<em> et al.</em> 2008).
57225,Psychrophrynella usurpator,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Psychrophrynella,usurpator,,,,,"De la Riva, Chaparro &amp; Padial, 2008","Subpopulations previously assessed as <span style=""font-style: italic;"">Noblella peruviana</span> in fact pertain to <span style=""font-style: italic;"">Psychrophrynella usurpator</span>."
57233,Noblella lochites,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Noblella,lochites,,,,,"(Lynch, 1976)",
57327,Telmatobius brevipes,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,brevipes,,,,,"Vellard, 1951",
57328,Telmatobius brevirostris,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,brevirostris,,,,,"Vellard, 1955",<em>Telmatobius punctatus</em>&#160;was previously considered to be a subspecies of&#160;<em>Telmatobius brevirostris</em>; it was elevated to specific status by Lehr (2005) based on differences in morphological features and colour patterns.
57329,Telmatobius carrillae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,carrillae,,,,,"Morales, 1988",There are questions around the taxonomy of this concept and it could comprise several cryptic species (E. Lehr and A. Catenazzi pers. comm. April 2017).
57330,Telmatobius ceiorum,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,ceiorum,,,,,"Laurent, 1970",
57336,Telmatobius degener,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,degener,,,,,"Wiens, 1993",
57341,Telmatobius hockingi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,hockingi,,,,,"Salas and Sinsch, 1996",
57344,Telmatobius ignavus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,ignavus,,,,,"Barbour &amp; Noble, 1920",
57345,Telmatobius intermedius,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,intermedius,,,,,"Vellard, 1951",
57346,Telmatobius jelskii,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,jelskii,,,,,"(Peters, 1873)",
57347,Telmatobius laticeps,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,laticeps,,,,,"Laurent, 1977",
57348,Telmatobius latirostris,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,latirostris,,,,,"Vellard, 1951","A specimen collected by J. Cadle in the 1980s (MHNSM 960) from Chorro Blanco in the province of Santa Cruz, was later assigned to this species."
57350,Telmatobius mayoloi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,mayoloi,,,,,"Salas &amp; Sinsch, 1996",
57351,Telmatobius necopinus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,necopinus,,,,,"Wiens, 1993",
57356,Telmatobius pisanoi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,pisanoi,,,,,"Laurent, 1977",
57364,Telmatobius thompsoni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,thompsoni,,,,,"Wiens, 1993",
57365,Telmatobius truebae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,truebae,,,,,"Wiens, 1993",
57373,Leptodactylus discodactylus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Leptodactylus,discodactylus,,,,,"Boulenger, 1884",
57540,Megophrys intermedia,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,intermedia,,,,,"(Smith, 1921)",This species might be a synonym of <em>Megophrys carinense</em>.
57550,Leptobrachium banae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,banae,,,,,"Lathrop, Murphy, Orlov &amp; Cuc, 1998",
48101639,Leptobrachella bourreti,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,bourreti,,,,,"(Dubois, 1983)",<em>Leptolalax eos</em> and <em>L. nyx</em>&#160;were split from this species by Ohler <em>et al. </em>(2011).
150087252,Megophrys gerti,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,gerti,,,,,"(Ohler, 2003)","This is a restricted concept of this species following the split of the broader concept into this and <em>Megophrys elfina</em> (Poyarkov <em>et al</em>. 2017).<br/><br/>This species has become <em>Megophrys</em>, following <em>Ophryophryne</em> becoming a subgenus of <em>Megophrys</em> (Mahony <em>et al</em>. 2017).<br/><br/>Lyu&#160;<em>et al</em>. (2021) listed this species in <em>Ophryophryne&#160;</em>without comment, and this work was not a revision of&#160;<em>Megophrys</em>. This assessment retains it in&#160;<em>Megophrys&#160;</em>until generic boundaries within the Megophryinae are more stable."
57585,Megophrys hansi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,hansi,,,,,"(Ohler, 2003)","Lyu&#160;<em>et al</em>. (2021) listed this species in <em>Ophryophryne&#160;</em>without comment, and this work was not a revision of&#160;<em>Megophrys</em>. This assessment retains it in&#160;<em>Megophrys&#160;</em>until generic boundaries within the Megophryinae are more stable."
57674,Anodonthyla boulengerii,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,boulengerii,,,,,"Müller, 1892","The 'Ranomafana' form, <em>A.</em> sp. aff. <em>boulengerii</em> ""Ranomafana"", belongs to a yet unnamed candidate species."
57676,Anodonthyla nigrigularis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,nigrigularis,,,,,"Glaw &amp; Vences, 1992",The northernmost part of its range has been attributed to <em>A. vallani</em> by Vences <em>et al.</em> (2010).
57711,Breviceps acutirostris,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Breviceps,acutirostris,,,,,"Poynton, 1963",
57712,Breviceps adspersus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Breviceps,adspersus,,,,,"Peters, 1882","This species hybridises in places with <i>Breviceps mossambicus</i>, leading to confusion about its distributional limits (Poynton and Broadley 1985). <i>Breviceps adspersus pentheri</i> in the Eastern Cape might be a distinct species L. Minter pers. comm.)."
57714,Breviceps fuscus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Breviceps,fuscus,,,,,"Hewitt, 1925",
57715,Breviceps montanus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Breviceps,montanus,,,,,"Power, 1926",
57716,Breviceps mossambicus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Breviceps,mossambicus,,,,,"Peters, 1854","This species hybridises in places with <i>Breviceps adspersus</i>, leading to confusion about its distributional limits (Poynton and Broadley 1985). Some specimens previously referred to <i>B. mossambicus</i> have recently been separated to a new species, <i>B. fichus</i> (Channing and Minter, 2004)."
57717,Breviceps namaquensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Breviceps,namaquensis,,,,,"Power, 1926",
57719,Breviceps rosei,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Breviceps,rosei,,,,,"Power, 1926","<p>The species comprises two subspecies, namely&#160;<em>Breviceps rosei rosei&#160;</em>and&#160;<em>B. r. vansoni</em>&#160;which occur along opposite sides of the southwestern shoreline on the north and east of&#160;False Bay in the Western Cape province of South Africa respectively. The species have been separated based on morphological differences which appear to be inconsistent and additional field and molecular studies are required to clarify the status of these taxa.</p><p></p>"
57722,Breviceps verrucosus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Breviceps,verrucosus,,,,,"Rapp, 1842",
62181621,Callulina kreffti,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Callulina,kreffti,,,,,"Nieden, 1911","Prior to its description <em>Callulina dawida</em> was considered to belong to <em>Callulina kreffti&#160;</em>(Loader <em>et al.</em>&#160;2009).&#160;<em>Callulina kreffti</em>&#160;as now understood is a restricted-range species that may be endemic to the East Usambara Mountains (Loader&#160;<em>et al.</em>&#160;2010, 2014). However, for the purposes of the 2014 assessment, we count all Callulina populations, other than C. dawida, as Callulina kreffti pending taxonomic resolution of this complex (J. Luedtke and S. Stuart pers. comm. December 2014)."
57816,Hypopachus pictiventris,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Hypopachus,pictiventris,,,,,"(Cope, 1886)",
57900,Ctenophryne aterrima,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Ctenophryne,aterrima,,,,,"(Günther, 1901)",
57950,Phrynomantis annectens,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Phrynomantis,annectens,,,,,"Werner, 1910",
57951,Phrynomantis bifasciatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Phrynomantis,bifasciatus,,,,,"(Smith, 1847)",
57980,Probreviceps macrodactylus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Probreviceps,macrodactylus,,,,,"(Nieden, 1926)","We follow Poynton (2003b) and Channing and Howell (2006) in considering <em>Probreviceps rungwensis</em> to be distinct from <em>P. macrodactylus</em>. In addition, we follow Mkonyi <em>et al.</em> (2004) and Channing and Howell (2006) in considering <em>Probreviceps loveridgei</em> to be distinct from <em>P. macrodactylus</em>. Furthermore, molecular data suggest that there are more than one species under the <span style=""font-style: italic;"">P. macrodactylus</span> name (S. Loader pers. comm. June 2012)."
58020,Chiasmocleis carvalhoi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Chiasmocleis,carvalhoi,,,,,"(Nelson, 1975)","<p>Ortega-Andrade and Valencia (2010) provided a record of <em>Chiasmocleis tridactyla&#160;</em>(as <em>Syncope tridactyla</em>) for Lorocachi, Pastaza, Ecuador. These specimens might actually correspond to <em>Chiasmocleis carvalhoi </em>(Peloso <em>et al</em>. 2014), but further examination is required.</p>"
58021,Chiasmocleis tridactyla,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Chiasmocleis,tridactyla,,,,,"(Duellman &amp; Mendelson, 1995)","This species was previously considered to belong to the genus <em>Adelophryne </em>in the family Leptodactylidae, but it was transferred to the genus <em>Syncope </em>in the family Microhylidae by Silva and Meinhardt (1999) and then to the genus <em>Chiasmocleis </em>by Peloso <em>et al</em>. (2014)."
58066,Cacosternum boettgeri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Cacosternum,boettgeri,,,,,"(Boulenger, 1882)","This form consists of many cryptic species. We follow Channing <i>et al</i>. (2005) in removing Kenyan and Tanzanian population from this species, under the name <i>Cacosternum plimptoni</i>. Ethiopian populations should presumably also be separated as a distinct species, but for now we treat them as part of <i>C. boettgeri</i>."
58069,Cacosternum namaquense,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Cacosternum,namaquense,,,,,"Werner, 1910",
58071,Cacosternum parvum,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Cacosternum,parvum,,,,,"Poynton, 1963",We follow Scott (in press) in considering <i>Cacosternum parvum</i> as a species distinct from <i>C. nanum</i>.
58079,Petropedetes johnstoni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PETROPEDETIDAE,Petropedetes,johnstoni,,,,,"(Boulenger, 1888)","<em>Petropedetes newtoni</em> was synonymised with this species (Barej <em>et al.</em> 2010), however it has now been resurrected from synonymy (Sánchez-Vialas <em>et al.</em> 2018)."
58086,Phrynobatrachus acridoides,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHRYNOBATRACHIDAE,Phrynobatrachus,acridoides,,,,,"(Cope, 1867)",
